export_id,score,question1,time1,question2,time2,question3,time3,question4,time4,question5,time5,question6,time6,question7,time7,question8,time8,question9,time9,question10,time10,question11,time11,question12,time12,question13,time13,question14,time14
83762,21,2,197.42,1,2.75,1,7.0,4,0.69,4,19.16,3,4.62,2,2.43,3,6.44,3,0.89,3,15.02,2,3.55,2,6.31,3,8.1,2,8.17
83763,25,1,2.09,1,0.61,1,0.54,5,0.49,5,0.71,5,0.5,4,0.56,1,4.34,4,2.86,2,5.08,2,8.18,4,6.64,2,2.82,2,6.64
83764,20,2,2.55,3,3.87,2,1.49,4,2.79,4,5.94,1,7.37,1,4.02,2,8.36,1,3.84,1,2.6,2,2.89,5,6.87,3,2.87,3,5.31
83765,28,3,3.94,2,2.28,3,1.12,4,2.59,3,8.71,3,3.37,3,1.85,3,4.61,3,7.91,3,2.0,2,2.34,3,2.29,4,6.86,3,8.18
83766,27,4,6.18,2,4.62,2,1.57,3,2.38,4,200.94,4,3.69,2,3.28,3,6.08,3,10.03,3,3.6,2,4.34,4,8.88,2,3.14,3,5.24
83767,22,3,5.57,2,4.87,2,1.88,3,8.01,2,10.77,2,3.84,3,4.43,4,9.33,3,5.68,2,4.01,2,6.76,3,4.6,3,4.12,2,5.89
83768,24,2,2.57,2,1.88,2,1.0,4,1.03,4,3.82,4,0.77,2,4.31,2,2.48,4,7.24,4,1.64,2,2.23,2,3.57,2,4.44,2,3.68
83769,25,1,1.9,1,0.41,1,0.43,5,0.36,5,0.32,5,0.36,5,0.46,1,0.62,3,1.13,1,0.74,3,1.75,3,2.52,2,1.61,3,7.87
83770,15,2,4.57,1,1.78,1,1.08,2,5.05,3,24.47,2,3.02,2,3.44,1,2.22,2,3.35,3,3.12,1,2.65,4,8.38,3,1.97,2,6.46
83771,28,3,5.65,3,2.26,3,0.91,3,0.83,3,3.91,3,2.47,3,1.81,3,3.15,3,3.14,3,2.13,3,7.5,3,4.19,3,22.99,3,6.3
83772,30,2,19.65,2,7.75,2,55.1,4,5.86,3,4.19,4,3.99,3,2.75,2,26.22,4,24.18,4,3.92,4,6.37,3,8.86,4,2.28,3,6.91
83773,34,3,5.01,2,3.43,2,3.11,4,3.57,4,2.71,4,2.9,4,1.5,2,2.96,5,4.28,4,1.78,4,3.41,4,3.45,4,1.52,2,7.08
83774,27,1,2.95,1,1.29,1,0.9,5,1.26,5,0.91,5,1.76,5,1.55,1,5.28,5,1.1,4,3.5,1,1.45,1,0.84,5,0.67,1,3.75
83775,28,3,3.0,4,3.56,2,1.32,5,1.17,5,1.56,5,0.95,2,2.15,2,3.83,2,2.23,2,1.64,3,3.69,1,1.73,3,1.93,3,3.86
83776,4,1,2.33,1,1.85,1,1.42,1,3.71,1,1.02,1,3.37,1,1.24,1,6.12,1,3.72,5,1.76,1,2.2,1,2.46,1,2.17,1,4.37
83777,19,2,7.78,1,5.73,1,2.98,2,11.62,3,17.27,2,33.82,3,4.35,2,6.13,4,8.03,3,11.24,2,8.51,3,7.93,3,3.47,2,17.3
83778,16,2,8.44,2,5.61,2,1.52,2,9.0,2,5.64,2,3.62,2,3.99,2,14.29,2,3.33,2,19.36,2,7.55,4,17.98,2,7.5,2,10.09
83779,12,2,8.33,2,4.73,1,1.53,1,5.95,2,4.55,2,4.61,2,2.61,2,8.25,1,3.76,2,4.34,1,6.18,4,3.37,2,2.3,2,5.82
83780,28,1,4.39,2,1.23,2,1.35,4,1.02,4,3.1,4,1.84,3,6.79,3,2.43,3,1.5,5,6.02,2,8.62,3,6.76,3,9.74,3,3.06
83781,24,1,3.28,1,1.13,1,0.9,5,0.58,5,0.86,5,4.0,3,8.23,2,5.81,2,7.32,5,4.04,2,4.26,3,4.46,2,2.26,1,6.69
83782,31,4,52.62,2,6.3,3,3.65,3,7.2,4,19.21,3,8.61,4,2.49,4,6.1,3,4.51,4,13.12,1,4.04,2,6.99,4,3.26,4,9.29
83783,11,2,3.79,1,2.59,1,2.2,1,6.0,2,2.37,2,4.66,2,1.87,4,2.99,1,3.53,1,1.65,2,2.32,4,17.53,1,0.43,1,4.75
83784,15,2,15.45,2,6.5,2,4.0,1,11.87,1,7.58,2,9.52,2,4.56,2,9.3,2,9.23,2,5.18,5,7.17,2,5.19,1,9.7,3,7.12
83785,22,2,7.35,2,8.83,2,1.32,2,5.43,2,4.98,2,2.43,3,4.27,2,4.99,3,17.39,3,0.81,3,4.62,3,5.22,4,5.31,3,5.03
83786,5,1,2.24,1,1.56,1,0.98,1,4.35,1,0.52,1,2.83,1,1.81,2,5.69,1,2.9,1,2.43,1,2.44,5,5.19,1,2.48,1,2.88
83787,20,2,2.55,2,3.45,2,1.17,4,4.14,2,5.42,2,2.22,2,3.2,3,8.8,2,4.66,2,2.37,2,2.43,4,4.5,2,32.41,3,4.15
83788,30,4,4.0,3,4.34,3,5.11,2,10.39,2,7.4,2,5.14,4,3.22,4,9.03,2,6.49,2,3.54,3,13.02,5,3.91,3,7.82,5,4.43
83789,28,2,10.02,2,1.07,2,6.85,4,3.11,4,0.89,4,0.56,4,0.48,2,0.44,4,0.48,4,0.58,2,0.55,2,0.5,4,0.53,2,2.67
83790,19,4,6.67,3,3.94,2,2.7,2,5.55,2,5.53,1,2.04,2,3.06,2,3.63,3,4.08,2,2.89,4,3.57,2,3.11,2,2.16,2,4.73
83791,16,2,3.73,2,2.03,2,7.84,2,5.88,2,9.03,2,10.7,2,6.67,2,9.25,1,16.59,3,8.34,2,3.31,4,17.46,2,4.15,2,11.09
83792,24,2,5.1,2,4.29,3,5.17,2,5.48,3,4.37,3,2.5,4,0.62,2,8.29,3,3.6,4,1.89,2,2.68,3,2.04,3,2.45,2,5.07
83793,27,1,2.8,1,0.79,1,0.66,5,0.3,5,0.12,5,0.12,5,0.3,1,0.26,5,0.51,4,0.1,1,0.16,1,2.0,5,0.63,1,3.76
83794,19,1,7.75,1,2.8,2,2.09,3,7.59,2,5.71,2,4.21,4,4.37,2,10.33,4,8.37,4,4.22,1,4.16,5,3.0,1,0.7,1,4.03
83795,31,4,3.0,4,2.58,4,1.38,3,2.05,3,4.61,2,5.8,4,2.81,3,4.75,2,3.84,3,3.36,3,1.97,5,4.24,2,3.65,3,4.02
83796,18,2,8.06,2,3.06,2,1.41,2,7.63,2,8.67,1,5.84,3,8.31,1,8.59,2,3.96,3,4.04,2,5.75,5,6.72,3,2.92,2,7.74
83797,14,1,3.26,1,8.41,1,8.51,2,5.99,2,5.95,2,4.06,2,2.76,3,4.85,2,6.25,2,7.82,3,3.16,3,4.15,2,1.97,2,4.39
83798,39,4,5.38,4,3.01,4,2.34,3,6.69,4,7.6,4,3.61,4,2.09,3,5.87,4,0.91,4,7.72,2,2.58,5,7.26,3,3.62,5,4.27
83799,23,1,2.83,2,0.82,1,0.57,4,0.49,4,0.47,1,3.17,1,0.86,5,7.62,2,2.7,2,1.03,4,1.69,4,1.48,2,0.65,4,2.23
83800,25,1,1.88,1,0.62,2,0.47,5,0.61,4,1.58,5,0.53,3,3.64,2,2.8,4,1.73,5,2.31,1,5.75,1,0.77,4,0.83,1,3.69
83801,19,2,5.26,1,4.2,1,5.07,2,1.82,2,1.14,3,5.11,2,2.08,4,9.18,2,5.01,3,9.15,2,4.04,4,4.7,2,6.11,3,5.55
83802,27,1,1.7,1,2.11,1,0.55,5,0.4,5,0.38,5,0.32,4,0.48,1,0.59,5,0.7,5,0.75,1,0.56,1,0.74,5,0.61,1,2.11
83803,16,2,5.92,2,2.64,2,1.17,2,4.16,2,5.8,2,4.63,2,3.28,2,4.88,2,4.5,3,7.14,2,2.76,2,2.3,3,3.67,2,8.26
83804,20,2,6.59,2,3.89,1,1.41,4,0.69,3,9.68,3,4.81,3,2.35,2,9.58,3,4.57,3,5.41,1,2.92,2,18.59,3,2.01,2,7.51
83805,21,1,2.35,1,1.26,2,0.79,2,4.49,3,4.55,3,2.56,3,3.46,2,3.75,4,2.76,4,2.45,2,2.69,2,3.73,4,1.76,2,4.97
83806,14,2,6.13,1,4.02,2,2.48,3,0.42,1,5.62,1,1.86,2,2.92,2,3.05,2,4.27,1,2.53,2,2.35,5,3.57,1,1.21,3,6.11
83807,18,3,6.04,2,3.84,1,3.62,3,4.36,2,3.61,2,6.82,2,12.28,2,0.71,3,5.94,2,2.84,2,2.04,3,4.64,3,2.5,2,7.91
83808,24,1,4.22,2,3.02,2,1.99,3,6.12,3,6.76,3,3.86,3,1.74,3,3.63,3,1.53,3,2.83,3,2.54,3,2.29,3,0.65,3,6.31
83809,29,1,0.72,1,0.18,2,0.55,5,0.53,5,0.25,5,0.37,5,0.51,1,1.16,5,0.8,5,0.68,1,1.15,1,0.56,5,0.56,1,3.87
83810,8,1,1.88,1,1.14,1,0.9,2,4.3,2,5.8,2,26.25,2,4.59,1,5.81,2,1.78,1,2.93,2,2.0,2,12.34,2,2.0,1,5.01
83811,25,2,11.26,2,6.09,2,1.54,3,5.95,3,6.66,3,5.33,3,1.73,3,5.73,3,3.74,3,5.09,2,2.48,3,4.12,4,2.8,3,7.24
83812,11,2,2.73,2,6.51,1,1.93,1,0.69,2,6.79,2,4.4,2,5.09,1,10.17,1,0.51,3,6.57,1,4.23,3,5.31,2,5.86,2,6.56
83813,16,2,58.86,2,4.64,2,1.88,2,7.64,2,6.63,1,4.25,2,4.0,2,37.75,2,4.07,3,5.62,2,8.66,4,4.46,2,3.93,2,7.6
83814,12,1,3.49,1,3.41,1,1.93,2,3.81,2,2.41,2,2.2,2,3.61,2,4.84,2,3.03,2,3.12,2,3.02,3,9.32,2,2.24,2,6.99
83815,20,2,5.2,2,2.84,2,1.04,3,6.08,2,3.2,3,6.54,2,2.91,3,6.59,3,4.75,2,4.37,2,4.88,4,20.31,2,5.85,2,4.5
83816,15,1,4.43,1,0.94,1,0.77,2,2.68,2,6.78,2,3.0,2,5.75,3,8.14,3,5.54,2,3.32,1,1.85,4,5.84,4,2.49,1,4.46
83817,21,2,4.39,2,3.73,2,2.18,2,5.25,3,36.25,3,3.1,3,2.81,2,8.8,3,5.3,3,3.82,1,4.74,4,9.02,3,3.2,2,7.34
83818,25,2,5.67,2,3.3,2,1.34,4,3.71,4,12.02,4,1.98,3,2.42,3,9.05,3,10.16,4,5.69,1,2.8,3,6.36,2,2.23,2,5.77
83819,27,2,6.7,2,4.89,2,1.65,3,10.2,3,6.18,4,4.32,2,5.51,2,9.08,4,2.39,4,7.27,3,5.82,4,4.36,3,3.59,3,7.55
83820,27,1,0.86,1,1.56,1,0.51,5,0.42,5,0.24,5,0.18,5,0.18,1,0.41,4,0.16,5,0.59,1,0.37,1,0.27,5,0.2,1,4.42
83821,25,2,5.16,2,6.79,1,2.16,4,3.56,3,6.54,4,3.39,3,2.82,2,8.59,4,3.52,4,2.45,2,6.92,2,5.36,3,4.94,3,5.17
83822,31,3,6.75,3,59.54,2,7.87,3,6.75,4,10.33,2,9.14,3,5.96,3,10.04,4,6.58,4,5.12,3,5.24,4,6.09,4,4.18,3,10.16
83823,28,2,9.9,3,1.69,3,5.27,4,1.9,4,2.41,3,34.85,3,2.42,2,12.3,2,3.45,3,1.96,3,1.91,3,3.33,4,1.98,3,4.11
83824,24,1,2.16,2,2.85,1,0.66,5,1.25,5,1.6,5,2.11,5,1.1,1,1.06,4,1.69,5,0.92,1,2.25,1,1.32,1,4.61,1,4.16
83825,27,3,18.79,2,8.07,2,2.94,3,4.23,4,9.23,4,2.38,3,3.49,3,5.18,3,4.47,4,3.02,2,7.33,2,4.5,4,4.28,2,6.25
83826,25,1,4.14,1,3.35,1,1.58,4,1.23,4,2.01,4,0.7,4,2.65,2,3.7,4,1.9,4,1.91,2,1.85,2,2.81,4,2.3,2,5.74
83827,23,1,3.7,1,1.13,1,0.37,5,0.32,5,0.3,5,0.35,3,4.45,4,0.29,2,3.74,2,1.16,1,2.14,4,3.44,2,1.46,1,3.4
83828,7,2,11.25,1,2.74,1,1.23,2,7.36,2,10.11,1,3.07,3,3.45,1,3.91,2,2.45,2,4.14,1,54.08,1,2.97,1,3.52,1,2.92
83829,27,2,3.03,2,0.76,2,0.47,4,0.37,4,0.23,4,0.25,4,0.34,2,0.37,3,0.32,4,0.23,2,0.46,2,0.26,4,0.37,2,2.59
83830,22,2,3.69,1,3.27,2,2.67,2,4.85,1,7.19,3,2.33,4,3.15,2,8.73,1,4.55,4,4.95,1,3.01,5,1.75,4,4.17,4,6.54
83831,27,1,0.92,2,1.11,3,0.45,4,0.59,4,0.45,4,0.41,3,0.4,2,0.31,4,0.55,4,0.4,2,0.47,2,0.43,4,0.29,2,2.13
83832,31,2,4.69,2,6.76,2,1.96,4,4.1,4,4.78,4,4.3,4,5.36,2,6.36,4,83.21,3,9.86,4,2.76,4,3.22,3,2.32,3,5.64
83833,13,2,9.47,1,10.22,2,2.47,1,0.59,2,10.87,2,8.38,2,4.55,2,9.45,2,3.53,3,11.47,1,0.66,4,10.04,1,6.07,2,9.63
83834,5,1,3.54,1,1.57,1,0.96,1,9.13,1,7.39,1,2.62,2,0.88,1,5.82,2,6.15,1,4.49,1,3.56,4,13.19,1,2.59,1,3.98
83835,26,3,5.81,3,2.51,3,1.78,2,6.96,3,4.13,3,2.27,3,2.65,3,3.97,3,1.55,3,1.64,1,5.97,3,2.22,4,3.74,3,4.05
83836,21,2,5.71,2,2.41,3,1.7,2,6.45,2,2.86,2,11.06,2,2.53,2,5.91,2,3.61,3,2.1,2,4.42,4,4.32,3,1.9,4,3.9
83837,10,1,2.51,1,2.61,2,1.0,2,10.47,2,10.54,2,2.94,3,3.72,1,7.98,2,3.06,2,3.47,2,0.69,2,10.13,1,2.96,1,4.43
83838,4,1,5.97,1,1.89,1,0.57,5,0.41,1,0.33,1,0.4,1,0.43,1,9.84,1,3.22,1,6.3,1,4.45,1,3.48,1,3.07,1,3.9
83839,12,2,3.12,2,2.91,2,2.2,1,4.48,2,3.92,1,3.03,1,2.85,2,2.85,2,2.7,2,3.48,2,2.37,3,5.31,2,2.18,2,7.24
83840,27,1,1.51,1,0.73,1,0.6,5,0.46,5,0.33,5,0.34,5,0.33,1,0.41,4,0.43,5,1.1,1,0.59,1,0.39,5,0.23,1,1.91
83842,28,1,2.08,1,0.14,2,0.04,4,0.03,5,0.74,5,0.24,5,0.26,1,0.28,5,0.35,5,0.32,1,0.8,1,0.35,5,0.86,1,7.03
83843,18,1,13.91,1,7.83,1,4.52,3,0.64,4,19.59,3,0.76,3,8.81,1,10.25,3,6.61,5,3.75,1,5.56,2,3.84,3,7.14,1,4.7
83844,13,1,15.03,1,2.38,2,1.8,2,3.3,1,6.71,1,3.69,2,4.4,2,4.47,2,3.65,2,5.25,2,2.64,5,11.93,1,2.82,3,8.57
83845,23,2,5.59,2,2.61,2,1.65,4,1.7,3,6.94,3,3.1,3,3.03,2,52.87,3,6.25,2,0.67,2,3.43,4,5.27,3,2.78,2,6.52
83846,12,2,9.49,1,4.69,1,1.52,2,4.27,2,7.19,1,2.84,2,7.66,2,10.24,2,3.54,2,2.31,2,2.81,4,4.26,2,2.3,1,8.39
83847,20,2,6.42,2,6.35,1,3.57,2,6.43,3,6.05,2,5.2,2,4.07,3,3.08,3,4.91,3,4.89,2,4.31,4,5.89,3,3.83,2,5.5
83848,29,1,0.62,1,0.57,2,0.72,5,1.04,5,0.5,4,0.58,5,0.25,2,0.24,4,0.24,4,2.19,2,1.6,2,1.09,4,1.17,2,1.8
83849,14,2,3.07,2,1.95,2,1.4,2,4.01,2,5.34,2,3.95,3,3.45,1,5.08,2,2.39,2,3.49,2,2.12,4,2.76,1,2.98,1,5.74
83850,16,2,4.47,2,0.91,2,0.23,1,4.63,3,0.45,2,0.09,1,3.03,2,4.97,3,2.57,3,0.82,2,0.09,2,0.04,3,0.85,2,5.66
83851,25,3,4.9,2,2.29,3,2.74,3,3.64,3,4.18,3,3.91,3,3.58,3,3.13,3,3.41,3,2.37,2,3.91,3,5.74,3,2.61,2,5.12
83852,28,2,6.01,2,1.17,2,0.88,4,1.05,4,0.71,4,0.61,4,0.69,2,0.68,4,0.86,4,2.54,2,0.93,2,0.73,4,1.49,2,4.03
83853,23,2,3.29,1,10.8,2,2.05,4,3.46,3,4.81,2,5.26,2,2.76,2,4.86,4,3.75,3,5.88,2,2.1,4,5.24,4,2.68,2,6.82
83854,22,2,4.63,2,3.64,2,1.4,3,7.04,3,3.61,3,4.03,3,4.44,2,8.94,2,9.86,4,2.36,2,2.27,2,4.74,4,2.05,2,5.69
83855,29,2,3.91,2,4.71,2,2.03,4,2.9,4,6.6,4,3.49,4,6.54,2,10.65,4,6.09,4,6.83,2,2.94,3,9.34,4,4.78,2,7.35
83856,14,1,3.66,1,2.46,1,1.47,2,3.09,3,4.08,2,2.23,2,2.56,2,6.29,2,7.39,2,1.61,2,2.04,4,3.83,2,1.94,2,3.35
83857,12,2,10.79,1,6.28,2,2.37,2,7.98,2,9.37,2,2.99,2,2.85,2,2.28,2,4.54,2,2.2,1,4.17,4,3.09,1,2.37,1,4.35
83858,25,1,4.9,1,3.66,1,1.24,5,1.04,5,1.58,5,0.82,3,2.18,1,3.06,4,4.87,5,2.04,1,2.11,2,7.52,4,2.54,1,4.0
83859,35,4,28.73,3,0.41,4,0.5,3,12.62,5,14.3,3,6.48,3,5.78,3,9.44,3,3.52,3,3.82,3,3.79,4,54.88,5,4.14,3,16.5
83860,33,3,5.7,4,5.09,4,1.66,3,6.5,4,6.36,4,4.93,4,1.84,2,3.59,4,2.88,4,6.32,2,2.67,3,4.81,4,2.7,2,5.2
83861,16,2,16.53,2,7.28,2,1.9,2,24.42,2,7.96,2,8.17,2,4.38,2,6.73,2,9.03,2,3.57,2,4.07,4,1.24,2,3.71,2,5.02
83862,35,3,8.6,3,4.86,3,2.78,4,4.7,4,6.52,4,4.26,5,1.89,2,7.54,4,3.46,5,3.9,4,3.84,2,4.06,4,3.2,2,4.0
83863,27,1,1.25,2,1.47,2,1.78,4,0.75,4,0.99,4,0.54,4,1.56,2,1.61,4,0.65,4,0.77,2,0.77,2,0.71,4,0.61,2,3.67
83864,11,1,7.07,1,2.98,2,5.22,1,36.28,2,8.64,1,9.12,3,5.73,2,8.08,2,6.55,2,6.51,1,6.91,3,6.37,2,5.23,2,8.4
83865,19,1,6.61,1,2.38,1,0.52,5,0.43,5,0.4,5,0.47,1,5.65,1,2.15,5,0.95,2,5.88,1,1.35,1,3.11,3,2.47,1,6.02
83866,21,2,6.39,2,7.89,3,1.54,2,8.12,3,10.28,2,6.85,2,4.01,4,9.94,3,2.8,2,4.37,2,4.94,3,5.56,3,4.88,2,11.37
83867,30,1,6.66,1,2.2,2,2.07,5,1.39,5,0.74,5,0.11,4,0.49,1,0.55,4,0.55,5,0.68,1,0.93,4,3.83,2,2.37,4,3.89
83868,21,2,3.89,2,7.24,2,2.28,4,5.19,2,9.22,2,10.78,2,4.34,2,3.74,3,2.78,3,1.68,2,4.59,4,4.55,2,1.5,3,5.14
83869,9,2,6.98,1,2.04,1,1.19,1,5.14,2,4.84,1,3.36,2,5.26,1,0.62,2,3.82,2,2.09,1,2.94,5,3.16,1,2.95,1,5.64
83870,18,2,4.29,2,4.58,2,2.34,2,6.09,1,7.75,3,5.26,2,4.05,2,3.55,3,6.75,5,5.7,1,4.53,4,7.94,2,3.36,1,5.61
83871,9,1,1.73,1,5.6,1,1.38,1,0.79,1,4.4,1,7.15,1,1.73,5,0.07,1,10.75,1,0.18,5,3.26,2,3.5,1,2.37,1,7.9
83872,19,2,3.56,2,4.81,3,2.78,5,3.34,1,1.27,1,3.79,2,1.98,5,6.25,3,2.29,1,8.25,1,46.76,3,3.1,2,3.17,2,4.43
83873,31,3,6.93,3,4.38,3,1.9,3,3.54,3,4.55,3,3.1,4,4.47,1,2.96,4,5.95,3,5.65,4,13.34,5,4.93,3,2.54,3,4.99
83874,14,2,2.07,2,1.81,2,1.29,2,3.3,2,2.01,2,1.38,2,1.43,2,2.41,2,2.09,2,1.19,2,4.21,2,3.4,2,4.98,2,9.93
83875,11,1,7.86,1,23.76,1,0.9,1,3.3,1,4.79,2,3.28,2,3.75,2,0.73,2,7.14,4,18.01,1,4.14,3,9.03,2,2.93,2,6.83
83876,26,1,7.72,2,4.48,2,47.67,3,6.61,4,4.73,3,16.59,2,3.33,3,4.07,3,6.27,4,3.84,2,3.02,4,5.55,4,18.93,3,7.84
83877,26,2,6.61,2,2.65,2,1.61,2,11.03,3,4.17,3,4.48,3,6.93,3,3.78,4,8.04,4,6.8,2,4.34,4,6.14,3,1.89,3,4.81
83878,40,4,3.92,3,5.41,3,2.78,4,3.3,4,0.66,4,5.46,4,2.45,4,5.99,4,4.56,5,1.93,2,3.6,5,6.57,4,3.88,4,7.05
83879,12,1,2.28,2,1.98,2,1.21,2,4.7,1,8.39,1,1.25,1,2.13,1,3.88,1,2.44,4,4.54,2,5.08,4,3.32,2,1.55,2,3.87
83880,23,2,6.65,2,3.48,1,1.39,5,1.06,4,1.58,5,1.49,2,3.77,2,11.32,2,4.67,2,2.41,2,3.01,4,4.37,3,3.96,1,4.64
83881,13,1,156.31,2,2.36,1,1.19,2,7.82,2,1.74,2,0.37,3,6.59,2,6.18,2,1.66,2,1.49,2,3.67,4,4.11,1,7.26,1,7.54
83882,27,1,0.93,1,0.5,1,0.42,5,0.45,5,0.78,5,0.37,5,0.4,1,0.46,4,0.45,5,0.55,1,0.41,1,0.43,5,0.51,1,2.81
83883,26,3,4.88,3,2.78,2,1.6,4,5.08,3,9.58,4,2.78,2,3.97,3,10.52,2,5.96,2,4.25,1,3.17,5,3.52,3,3.95,3,4.82
83884,9,2,5.06,1,2.32,2,2.78,1,10.47,1,7.29,1,2.76,1,4.13,2,2.94,1,3.05,2,5.09,3,5.37,2,6.09,2,3.03,2,7.19
83885,27,2,3.43,3,3.29,3,1.64,3,3.12,2,5.69,3,5.5,2,1.29,3,2.34,3,3.23,4,1.76,3,1.54,4,2.27,2,1.18,4,4.73
83886,22,2,4.94,2,3.36,2,2.63,4,2.94,3,7.6,3,6.0,1,3.83,3,10.29,3,3.78,4,4.66,1,4.37,2,3.8,4,9.43,2,9.15
83887,14,1,3.3,1,2.22,2,0.6,2,5.52,2,13.5,2,8.14,2,2.27,4,4.83,2,1.04,2,2.02,1,1.64,3,4.27,3,6.13,1,8.91
83888,28,1,2.07,1,0.37,1,0.52,5,0.4,5,1.02,5,0.42,5,0.36,1,1.56,5,0.28,5,0.42,1,0.78,1,0.6,5,0.45,1,5.91
83889,21,2,5.89,2,3.38,2,2.7,4,4.31,3,5.73,2,11.67,2,3.73,2,6.33,2,2.79,4,5.19,2,3.88,2,4.34,4,2.96,2,9.5
83890,10,1,4.51,1,2.5,1,1.53,2,6.75,2,6.48,1,5.13,2,3.58,2,5.47,1,5.6,2,7.73,1,2.63,4,4.45,2,2.68,2,5.62
83891,24,2,4.23,2,4.54,2,6.48,4,4.39,2,6.01,3,5.24,2,3.48,3,7.79,3,3.13,2,3.12,2,6.2,4,3.67,3,4.07,4,5.28
83892,37,3,5.28,3,3.84,3,1.71,4,6.41,4,4.33,5,4.31,4,4.53,1,7.03,5,5.87,5,2.3,1,8.31,5,6.23,5,2.2,3,6.61
83893,20,2,4.81,2,9.34,1,2.18,2,2.51,2,5.39,2,4.22,2,3.15,3,6.36,3,4.13,4,3.58,3,8.3,4,8.86,1,10.55,3,6.45
83894,20,2,9.46,2,3.34,2,1.93,4,14.56,2,8.14,2,4.52,3,7.79,2,4.79,3,6.72,2,0.64,2,7.17,5,5.84,2,0.98,1,25.02
83895,28,1,1.47,1,0.15,1,0.32,5,0.09,5,0.13,5,0.34,5,0.29,1,0.28,5,0.29,5,0.28,1,0.31,1,0.32,5,0.32,1,5.26
83896,15,2,2.79,2,1.45,2,1.73,2,4.55,2,7.55,2,2.2,1,4.05,2,6.45,3,9.31,3,0.61,2,20.47,3,8.11,1,2.8,2,5.25
83897,23,1,1.47,1,0.95,2,0.81,5,1.38,5,0.28,5,0.31,2,0.92,2,0.28,2,0.62,3,0.58,2,3.09,3,6.54,3,2.69,1,4.59
83898,24,2,6.4,1,3.67,2,2.05,2,7.77,2,9.13,3,3.54,3,2.75,2,8.45,4,3.84,4,2.96,4,3.37,4,2.94,3,2.83,2,6.2
83899,30,2,4.31,2,4.95,2,0.67,3,2.74,4,5.9,3,3.03,4,3.28,4,0.7,3,4.02,4,2.68,2,2.69,4,1.54,4,2.2,3,4.07
83901,22,2,6.67,2,4.83,2,1.86,2,5.7,2,5.46,2,4.24,3,4.44,3,7.98,3,6.28,4,3.5,2,8.05,3,13.18,3,11.0,3,7.44
83902,22,2,4.48,2,2.92,2,1.54,3,10.18,3,10.55,2,4.97,3,4.87,2,7.96,4,2.86,5,3.7,1,3.61,3,2.77,2,4.46,2,7.95
83903,28,1,5.92,1,0.43,2,0.14,5,1.99,4,7.93,4,0.75,4,3.7,3,3.49,3,0.39,3,1.84,3,1.69,3,3.57,3,0.94,3,2.42
83904,30,3,6.67,3,5.18,3,2.25,3,3.68,3,2.31,3,4.59,4,3.5,4,19.75,3,4.37,4,3.89,2,6.27,2,4.38,4,1.97,3,5.13
83905,15,2,5.15,2,2.95,1,1.27,2,5.74,2,5.44,2,4.21,2,3.61,2,8.02,2,3.33,3,3.91,1,9.16,3,5.5,3,2.89,2,6.74
83906,21,2,3.27,2,5.41,3,3.4,4,1.61,1,7.34,1,1.3,2,4.06,4,3.83,2,2.96,2,1.97,4,2.41,4,1.11,2,1.6,2,6.61
83907,29,2,3.62,2,2.96,2,1.43,4,3.61,4,3.02,4,5.92,4,4.01,2,4.38,4,2.46,5,3.72,2,4.41,2,1.68,4,2.5,2,5.07
83908,18,2,5.69,2,4.5,3,4.75,3,10.62,2,6.0,2,10.87,3,4.96,2,7.88,2,17.34,3,9.92,2,3.18,2,0.86,2,8.44,2,5.99
83909,15,2,4.74,1,2.07,1,1.12,2,6.47,1,3.36,1,1.62,2,2.28,3,8.39,4,2.7,3,3.49,1,4.05,4,2.86,2,3.01,2,3.96
83910,7,1,1.4,1,2.75,1,1.07,2,2.33,2,8.96,2,4.92,2,2.3,2,3.86,1,3.76,1,5.57,1,3.85,2,9.07,1,2.52,2,4.94
83911,28,2,4.79,3,6.97,3,5.24,3,7.87,3,8.67,3,4.42,3,6.31,2,7.76,3,5.6,4,5.59,2,7.97,4,6.54,4,2.24,3,5.37
83912,28,1,13.47,1,0.58,1,0.44,5,0.46,5,0.32,5,0.41,5,1.12,1,0.55,5,1.23,5,0.41,1,0.3,1,0.32,5,0.47,1,3.69
83913,24,2,2.42,2,1.2,2,1.38,4,2.19,4,2.56,4,0.27,1,0.3,2,0.02,4,0.09,4,0.22,2,0.28,2,0.28,3,0.03,2,5.81
83914,35,3,3.03,4,3.13,3,2.79,4,1.83,4,6.88,4,7.74,4,4.07,3,32.78,4,2.88,4,6.33,2,1.85,3,3.33,4,1.15,3,57.64
83915,28,3,11.12,3,10.79,2,3.95,3,7.89,4,6.12,4,1.7,2,3.85,3,9.02,4,4.21,4,2.7,2,6.02,2,37.23,4,3.33,2,5.39
83916,4,1,38.51,1,2.2,1,1.28,1,3.78,1,5.55,1,2.31,1,1.65,1,5.76,1,2.73,2,3.83,1,5.5,4,4.9,1,1.99,1,3.93
83917,21,2,13.34,2,7.29,2,2.89,3,8.64,3,7.35,2,5.3,3,7.58,2,11.41,3,7.24,4,8.18,2,4.94,3,8.25,2,6.57,2,7.61
83918,16,1,7.21,1,2.25,1,0.97,1,23.06,3,2.5,3,2.81,3,2.58,1,11.85,4,2.75,5,2.66,1,4.52,2,4.82,3,22.12,1,6.53
83919,28,2,2.45,2,2.15,2,1.35,4,3.46,4,3.52,4,1.94,4,1.59,2,4.27,5,1.77,3,4.08,2,3.32,2,2.11,4,2.44,2,4.22
